real_name,game_id,player_id,lichess_game_id,date_utc,white,black,white_elo,black_elo,result,player_color,player_result,eco,opening,total_moves,termination,time_control,variant,move_times_json
"GM Vignesh, N R",64,1,lZDCHKFG,2026.05.21,vidipkumarkona,Goodgoodchess,2610,2814,0-1,black,win,A06,Zukertort Opening,35,Normal,300+3,Standard,"[""0:05:00"", ""0:05:00"", ""0:05:02"", ""0:04:58"", ""0:04:59"", ""0:04:59"", ""0:04:24"", ""0:04:58"", ""0:04:21"", ""0:04:59"", ""0:04:22"", ""0:04:58"", ""0:04:22"", ""0:05:00"", ""0:04:00"", ""0:05:01"", ""0:04:01"", ""0:05:02"", ""0:02:14"", ""0:04:53"", ""0:02:06"", ""0:04:56"", ""0:02:08"", ""0:04:52"", ""0:02:11"", ""0:04:53"", ""0:02:05"", ""0:04:53"", ""0:01:39"", ""0:04:50"", ""0:01:39"", ""0:04:45"", ""0:01:40"", ""0:04:40"", ""0:01:18"", ""0:04:41"", ""0:01:06"", ""0:04:32"", ""0:00:37"", ""0:04:24"", ""0:00:36"", ""0:04:16"", ""0:00:32"", ""0:04:08"", ""0:00:23"", ""0:04:10"", ""0:00:26"", ""0:04:07"", ""0:00:28"", ""0:04:02"", ""0:00:31"", ""0:04:04"", ""0:00:26"", ""0:03:57"", ""0:00:18"", ""0:03:58"", ""0:00:21"", ""0:04:00"", ""0:00:24"", ""0:03:49"", ""0:00:17"", ""0:03:43"", ""0:00:07"", ""0:03:44"", ""0:00:07"", ""0:03:41"", ""0:00:10"", ""0:03:43"", ""0:00:11""]"
"GM Vignesh, N R",65,1,JunLF5yZ,2026.05.21,Goodgoodchess,vidipkumarkona,2814,2610,0-1,white,loss,B15,Caro-Kann Defense: Tartakower Variation,39,Normal,300+3,Standard,"[""0:05:00"", ""0:05:00"", ""0:04:59"", ""0:04:59"", ""0:05:01"", ""0:05:00"", ""0:05:04"", ""0:05:02"", ""0:05:05"", ""0:05:01"", ""0:05:08"", ""0:05:03"", ""0:05:11"", ""0:05:03"", ""0:05:13"", ""0:05:04"", ""0:05:14"", ""0:05:06"", ""0:05:15"", ""0:05:05"", ""0:05:13"", ""0:05:04"", ""0:05:06"", ""0:04:57"", ""0:05:04"", ""0:04:56"", ""0:04:45"", ""0:04:57"", ""0:04:47"", ""0:04:54"", ""0:04:40"", ""0:04:54"", ""0:04:41"", ""0:04:55"", ""0:04:42"", ""0:04:57"", ""0:04:31"", ""0:04:57"", ""0:04:33"", ""0:05:00"", ""0:04:33"", ""0:05:01"", ""0:04:36"", ""0:05:02"", ""0:04:28"", ""0:05:05"", ""0:04:25"", ""0:05:05"", ""0:04:26"", ""0:05:08"", ""0:04:20"", ""0:05:05"", ""0:04:15"", ""0:04:40"", ""0:04:16"", ""0:04:41"", ""0:04:17"", ""0:04:32"", ""0:04:18"", ""0:04:33"", ""0:04:20"", ""0:04:34"", ""0:04:23"", ""0:04:36"", ""0:04:23"", ""0:04:36"", ""0:04:22"", ""0:03:45"", ""0:04:23"", ""0:03:46"", ""0:04:12"", ""0:03:30"", ""0:03:58"", ""0:03:30"", ""0:04:00"", ""0:03:29"", ""0:04:01"", ""0:03:30""]"
"GM Vignesh, N R",66,1,P7iscpMy,2026.05.18,yoey29,Goodgoodchess,1987,2280,0-1,black,win,A61,Benoni Defense: Knight's Tour Variation,24,Normal,300+5,Standard,"[""0:05:00"", ""0:05:00"", ""0:04:58"", ""0:05:04"", ""0:05:01"", ""0:05:06"", ""0:05:05"", ""0:05:09"", ""0:05:10"", ""0:05:14"", ""0:05:14"", ""0:05:18"", ""0:05:18"", ""0:05:20"", ""0:05:23"", ""0:05:24"", ""0:05:27"", ""0:05:28"", ""0:05:24"", ""0:05:30"", ""0:05:28"", ""0:05:30"", ""0:05:31"", ""0:05:34"", ""0:05:13"", ""0:05:32"", ""0:05:17"", ""0:05:24"", ""0:04:22"", ""0:04:54"", ""0:02:55"", ""0:04:19"", ""0:02:55"", ""0:04:22"", ""0:02:59"", ""0:04:25"", ""0:02:57"", ""0:04:10"", ""0:02:57"", ""0:04:15"", ""0:02:02"", ""0:04:20"", ""0:02:02"", ""0:04:03"", ""0:01:33"", ""0:04:05"", ""0:01:21"", ""0:04:06""]"
"GM Vignesh, N R",67,1,0AkQoBPS,2026.05.18,Goodgoodchess,yoey29,2280,1987,1-0,white,win,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,20,Normal,300+5,Standard,"[""0:05:00"", ""0:05:00"", ""0:05:04"", ""0:05:04"", ""0:05:06"", ""0:05:06"", ""0:05:10"", ""0:05:07"", ""0:05:13"", ""0:05:11"", ""0:05:17"", ""0:05:12"", ""0:05:16"", ""0:05:09"", ""0:05:19"", ""0:05:10"", ""0:05:16"", ""0:05:14"", ""0:05:02"", ""0:03:44"", ""0:05:03"", ""0:03:31"", ""0:04:31"", ""0:03:20"", ""0:04:35"", ""0:02:07"", ""0:03:50"", ""0:02:09"", ""0:03:53"", ""0:02:09"", ""0:03:57"", ""0:02:10"", ""0:03:59"", ""0:00:57"", ""0:03:32"", ""0:00:51"", ""0:03:21"", ""0:00:18"", ""0:03:19""]"
"GM Vignesh, N R",68,1,xKdFFhOk,2026.05.18,yoey29,Goodgoodchess,1987,2280,0-1,black,win,D38,Queen's Gambit Declined: Ragozin Defense,70,Normal,300+5,Standard,"[""0:05:00"", ""0:05:00"", ""0:05:04"", ""0:05:04"", ""0:05:07"", ""0:05:03"", ""0:05:11"", ""0:05:06"", ""0:05:13"", ""0:05:09"", ""0:05:17"", ""0:05:13"", ""0:05:17"", ""0:05:16"", ""0:05:17"", ""0:05:19"", ""0:05:20"", ""0:05:12"", ""0:05:24"", ""0:05:06"", ""0:04:07"", ""0:05:03"", ""0:04:07"", ""0:04:59"", ""0:03:36"", ""0:04:54"", ""0:03:15"", ""0:04:58"", ""0:03:16"", ""0:05:00"", ""0:03:21"", ""0:04:57"", ""0:03:15"", ""0:03:45"", ""0:01:47"", ""0:03:49"", ""0:01:35"", ""0:03:52"", ""0:01:16"", ""0:03:55"", ""0:01:21"", ""0:03:50"", ""0:01:20"", ""0:03:44"", ""0:01:24"", ""0:03:48"", ""0:00:49"", ""0:03:37"", ""0:00:47"", ""0:03:32"", ""0:00:45"", ""0:03:33"", ""0:00:47"", ""0:03:19"", ""0:00:45"", ""0:03:04"", ""0:00:36"", ""0:03:04"", ""0:00:32"", ""0:02:43"", ""0:00:15"", ""0:02:30"", ""0:00:18"", ""0:02:31"", ""0:00:19"", ""0:02:30"", ""0:00:24"", ""0:02:30"", ""0:00:26"", ""0:02:21"", ""0:00:18"", ""0:01:44"", ""0:00:11"", ""0:01:46"", ""0:00:10"", ""0:01:46"", ""0:00:08"", ""0:01:30"", ""0:00:12"", ""0:01:34"", ""0:00:16"", ""0:01:36"", ""0:00:18"", ""0:01:35"", ""0:00:21"", ""0:01:37"", ""0:00:16"", ""0:01:40"", ""0:00:15"", ""0:01:35"", ""0:00:18"", ""0:01:37"", ""0:00:20"", ""0:01:41"", ""0:00:24"", ""0:01:45"", ""0:00:27"", ""0:01:49"", ""0:00:29"", ""0:01:52"", ""0:00:33"", ""0:01:54"", ""0:00:37"", ""0:01:57"", ""0:00:41"", ""0:02:01"", ""0:00:44"", ""0:02:04"", ""0:00:48"", ""0:02:02"", ""0:00:51"", ""0:02:02"", ""0:00:52"", ""0:02:03"", ""0:00:55"", ""0:02:01"", ""0:00:53"", ""0:02:00"", ""0:00:57"", ""0:02:04"", ""0:01:01"", ""0:02:08"", ""0:01:06"", ""0:02:12"", ""0:01:10"", ""0:02:14"", ""0:01:13"", ""0:02:12"", ""0:01:16"", ""0:02:15"", ""0:01:17"", ""0:02:13"", ""0:01:18"", ""0:02:09"", ""0:01:20"", ""0:02:11"", ""0:01:17"", ""0:02:11"", ""0:01:20"", ""0:02:12""]"
"GM Vignesh, N R",69,1,YsAv107z,2026.05.17,Goodgoodchess,Ggrobbmeister,2280,2277,1-0,white,win,A83,Dutch Defense: Staunton Gambit,22,Normal,300+5,Standard,"[""0:05:00"", ""0:05:00"", ""0:04:45"", ""0:04:59"", ""0:04:49"", ""0:05:02"", ""0:04:52"", ""0:05:03"", ""0:04:25"", ""0:05:01"", ""0:04:27"", ""0:04:52"", ""0:04:21"", ""0:04:39"", ""0:04:07"", ""0:04:34"", ""0:04:08"", ""0:04:27"", ""0:03:47"", ""0:03:34"", ""0:03:40"", ""0:02:49"", ""0:03:23"", ""0:02:44"", ""0:03:26"", ""0:02:30"", ""0:03:08"", ""0:01:56"", ""0:03:08"", ""0:01:53"", ""0:03:11"", ""0:01:39"", ""0:03:02"", ""0:01:29"", ""0:03:02"", ""0:01:25"", ""0:02:51"", ""0:00:21"", ""0:02:49"", ""0:00:20"", ""0:02:18"", ""0:00:14"", ""0:02:12""]"
"GM Vignesh, N R",70,1,JI5UbvV9,2026.05.17,Ggrobbmeister,Goodgoodchess,2277,2280,0-1,black,win,A22,"English Opening: King's English Variation, Two Knights Variation",7,Normal,300+5,Standard,"[""0:05:00"", ""0:05:00"", ""0:05:02"", ""0:05:04"", ""0:05:03"", ""0:04:56"", ""0:05:04"", ""0:04:52"", ""0:04:37"", ""0:04:54"", ""0:04:41"", ""0:04:56"", ""0:04:35"", ""0:04:55""]"
"GM Vignesh, N R",71,1,QrLFPogw,2026.05.17,Goodgoodchess,Ggrobbmeister,2280,2277,1-0,white,win,C02,"French Defense: Advance Variation, Paulsen Attack",23,Normal,300+5,Standard,"[""0:05:00"", ""0:05:00"", ""0:05:03"", ""0:05:05"", ""0:05:08"", ""0:05:08"", ""0:05:12"", ""0:05:12"", ""0:05:15"", ""0:05:15"", ""0:05:19"", ""0:05:19"", ""0:04:52"", ""0:05:16"", ""0:04:53"", ""0:05:18"", ""0:04:09"", ""0:05:19"", ""0:03:46"", ""0:05:10"", ""0:03:41"", ""0:05:01"", ""0:03:38"", ""0:04:52"", ""0:03:13"", ""0:04:39"", ""0:02:19"", ""0:03:47"", ""0:02:24"", ""0:03:48"", ""0:02:26"", ""0:03:03"", ""0:01:52"", ""0:02:24"", ""0:00:39"", ""0:01:09"", ""0:00:41"", ""0:01:03"", ""0:00:38"", ""0:00:42"", ""0:00:41"", ""0:00:44"", ""0:00:44"", ""0:00:34"", ""0:00:40""]"
"GM Vignesh, N R",72,1,9tfpb3JC,2026.05.17,Ggrobbmeister,Goodgoodchess,2277,2280,0-1,black,win,B90,"Sicilian Defense: Najdorf Variation, English Attack",20,Normal,300+5,Standard,"[""0:05:00"", ""0:05:00"", ""0:05:02"", ""0:05:04"", ""0:05:06"", ""0:05:08"", ""0:05:11"", ""0:05:13"", ""0:05:15"", ""0:05:18"", ""0:05:17"", ""0:04:39"", ""0:05:18"", ""0:04:35"", ""0:05:04"", ""0:04:35"", ""0:05:09"", ""0:04:33"", ""0:05:12"", ""0:04:34"", ""0:05:14"", ""0:04:38"", ""0:05:11"", ""0:04:41"", ""0:05:09"", ""0:04:38"", ""0:05:02"", ""0:04:41"", ""0:05:00"", ""0:04:42"", ""0:04:49"", ""0:04:26"", ""0:04:28"", ""0:04:14"", ""0:04:24"", ""0:03:51"", ""0:04:23"", ""0:03:54"", ""0:04:25"", ""0:03:58""]"
"GM Vignesh, N R",73,1,WSC4EYvR,2026.05.10,Goodgoodchess,Chessbee111,2280,1730,1-0,white,win,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,15,Normal,600+10,Standard,"[""0:10:00"", ""0:10:00"", ""0:10:09"", ""0:10:07"", ""0:10:16"", ""0:10:12"", ""0:10:25"", ""0:10:20"", ""0:10:34"", ""0:10:27"", ""0:10:41"", ""0:10:35"", ""0:10:50"", ""0:10:37"", ""0:10:55"", ""0:10:45"", ""0:10:52"", ""0:10:38"", ""0:10:59"", ""0:10:44"", ""0:11:05"", ""0:10:52"", ""0:11:13"", ""0:10:57"", ""0:08:22"", ""0:10:57"", ""0:06:30"", ""0:09:08"", ""0:06:18""]"
"GM Vignesh, N R",74,1,YcluGmHK,2026.05.10,Chessbee111,Goodgoodchess,1730,2280,1-0,black,loss,A48,Queen's Pawn Game: Barry Attack,18,Time forfeit,600+10,Standard,"[""0:10:00"", ""0:10:00"", ""0:10:06"", ""0:09:55"", ""0:10:13"", ""0:10:04"", ""0:10:18"", ""0:10:11"", ""0:10:12"", ""0:10:18"", ""0:10:16"", ""0:10:20"", ""0:10:02"", ""0:10:16"", ""0:09:57"", ""0:10:17"", ""0:10:00"", ""0:10:20"", ""0:10:05"", ""0:09:25"", ""0:10:04"", ""0:08:35"", ""0:10:05"", ""0:08:33"", ""0:10:11"", ""0:08:40"", ""0:10:16"", ""0:08:45"", ""0:10:18"", ""0:08:34"", ""0:10:21"", ""0:08:42"", ""0:09:57"", ""0:07:33"", ""0:09:56""]"
"GM Vignesh, N R",75,1,W6MOZsqy,2026.05.10,Goodgoodchess,Chessbee111,2280,1730,1-0,white,win,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,23,Normal,600+10,Standard,"[""0:10:00"", ""0:10:00"", ""0:10:07"", ""0:10:06"", ""0:10:14"", ""0:10:12"", ""0:10:21"", ""0:10:19"", ""0:10:20"", ""0:10:26"", ""0:10:27"", ""0:10:34"", ""0:10:33"", ""0:10:35"", ""0:10:41"", ""0:10:45"", ""0:10:47"", ""0:10:53"", ""0:10:55"", ""0:10:56"", ""0:11:05"", ""0:10:57"", ""0:09:58"", ""0:10:35"", ""0:10:06"", ""0:10:39"", ""0:09:05"", ""0:09:30"", ""0:08:55"", ""0:07:12"", ""0:08:08"", ""0:06:42"", ""0:07:51"", ""0:06:38"", ""0:07:51"", ""0:06:41"", ""0:07:53"", ""0:06:34"", ""0:07:45"", ""0:06:27"", ""0:06:37"", ""0:06:32"", ""0:06:41"", ""0:06:35"", ""0:06:38""]"
"GM Vignesh, N R",76,1,umcqzdpX,2026.05.09,vidipkumarkona,Goodgoodchess,2547,2280,0-1,black,win,D43,Semi-Slav Defense: Anti-Moscow Gambit,33,Normal,600+10,Standard,"[""0:10:00"", ""0:10:00"", ""0:10:05"", ""0:10:09"", ""0:10:13"", ""0:10:18"", ""0:10:17"", ""0:10:25"", ""0:10:02"", ""0:10:29"", ""0:09:47"", ""0:10:33"", ""0:09:56"", ""0:10:38"", ""0:10:00"", ""0:10:38"", ""0:10:01"", ""0:07:35"", ""0:08:45"", ""0:07:43"", ""0:08:55"", ""0:07:30"", ""0:08:55"", ""0:07:09"", ""0:08:40"", ""0:06:36"", ""0:08:17"", ""0:06:33"", ""0:07:59"", ""0:05:03"", ""0:07:55"", ""0:05:05"", ""0:07:57"", ""0:05:09"", ""0:06:52"", ""0:05:17"", ""0:06:44"", ""0:04:54"", ""0:06:35"", ""0:04:56"", ""0:05:35"", ""0:05:03"", ""0:05:43"", ""0:05:13"", ""0:05:51"", ""0:05:18"", ""0:05:42"", ""0:05:21"", ""0:05:50"", ""0:05:24"", ""0:06:00"", ""0:05:20"", ""0:05:45"", ""0:04:52"", ""0:05:31"", ""0:04:47"", ""0:05:19"", ""0:04:45"", ""0:05:06"", ""0:04:19"", ""0:04:53"", ""0:04:09"", ""0:04:53"", ""0:04:10"", ""0:04:59"", ""0:03:52""]"
"GM Vignesh, N R",77,1,xkCBMZCk,2026.05.03,Goodgoodchess,gactus,2801,2673,1-0,white,win,E00,Catalan Opening,48,Normal,180+0,Standard,"[""0:03:00"", ""0:03:00"", ""0:02:59"", ""0:02:59"", ""0:02:59"", ""0:02:58"", ""0:02:59"", ""0:02:57"", ""0:02:59"", ""0:02:56"", ""0:02:58"", ""0:02:54"", ""0:02:55"", ""0:02:54"", ""0:02:52"", ""0:02:52"", ""0:02:51"", ""0:02:52"", ""0:02:51"", ""0:02:51"", ""0:02:50"", ""0:02:50"", ""0:02:48"", ""0:02:49"", ""0:02:46"", ""0:02:27"", ""0:02:40"", ""0:02:24"", ""0:02:40"", ""0:02:23"", ""0:02:36"", ""0:02:20"", ""0:02:33"", ""0:02:18"", ""0:02:32"", ""0:02:15"", ""0:02:29"", ""0:02:14"", ""0:02:29"", ""0:02:13"", ""0:02:23"", ""0:02:05"", ""0:02:17"", ""0:02:05"", ""0:02:17"", ""0:02:04"", ""0:02:13"", ""0:01:12"", ""0:02:10"", ""0:01:11"", ""0:02:10"", ""0:01:09"", ""0:02:09"", ""0:01:06"", ""0:02:06"", ""0:01:00"", ""0:02:04"", ""0:00:59"", ""0:01:56"", ""0:00:58"", ""0:01:54"", ""0:00:56"", ""0:01:49"", ""0:00:55"", ""0:01:45"", ""0:00:54"", ""0:01:44"", ""0:00:53"", ""0:01:44"", ""0:00:51"", ""0:01:42"", ""0:00:45"", ""0:01:39"", ""0:00:44"", ""0:01:37"", ""0:00:37"", ""0:01:35"", ""0:00:36"", ""0:01:34"", ""0:00:35"", ""0:01:30"", ""0:00:30"", ""0:01:29"", ""0:00:25"", ""0:01:27"", ""0:00:24"", ""0:01:25"", ""0:00:22"", ""0:01:24"", ""0:00:21"", ""0:01:21"", ""0:00:20"", ""0:01:21"", ""0:00:20"", ""0:01:19"", ""0:00:15""]"
"GM Vignesh, N R",78,1,vmiDMdfS,2026.05.03,Goodgoodchess,shreyash_2007,2280,1952,1-0,white,win,A14,"English Opening: Agincourt Defense, Neo-Catalan Declined",25,Normal,900+10,Standard,"[""0:15:00"", ""0:15:00"", ""0:15:07"", ""0:15:02"", ""0:15:16"", ""0:15:10"", ""0:15:24"", ""0:15:15"", ""0:15:32"", ""0:15:24"", ""0:15:36"", ""0:15:30"", ""0:15:02"", ""0:15:38"", ""0:15:10"", ""0:15:32"", ""0:15:15"", ""0:15:38"", ""0:14:53"", ""0:15:08"", ""0:14:51"", ""0:15:07"", ""0:14:51"", ""0:15:10"", ""0:13:28"", ""0:15:12"", ""0:13:37"", ""0:15:21"", ""0:13:11"", ""0:14:38"", ""0:10:37"", ""0:14:31"", ""0:10:33"", ""0:14:18"", ""0:10:39"", ""0:09:05"", ""0:10:25"", ""0:09:14"", ""0:10:34"", ""0:09:24"", ""0:10:27"", ""0:07:57"", ""0:08:23"", ""0:08:01"", ""0:08:31"", ""0:06:59"", ""0:08:37"", ""0:06:07"", ""0:08:17""]"
"GM Vignesh, N R",79,1,sV4AgfKV,2026.05.03,Chessbee111,Goodgoodchess,1708,2280,0-1,black,win,A48,Queen's Pawn Game: Barry Attack,35,Normal,600+10,Standard,"[""0:10:00"", ""0:10:00"", ""0:10:08"", ""0:09:55"", ""0:10:16"", ""0:09:38"", ""0:10:23"", ""0:09:46"", ""0:10:07"", ""0:09:52"", ""0:10:10"", ""0:07:45"", ""0:09:47"", ""0:07:37"", ""0:09:47"", ""0:06:13"", ""0:09:43"", ""0:06:17"", ""0:09:45"", ""0:06:15"", ""0:09:46"", ""0:06:19"", ""0:09:16"", ""0:06:16"", ""0:09:19"", ""0:05:46"", ""0:09:09"", ""0:05:55"", ""0:09:07"", ""0:06:00"", ""0:09:17"", ""0:06:09"", ""0:09:12"", ""0:05:41"", ""0:09:10"", ""0:05:45"", ""0:08:34"", ""0:05:52"", ""0:08:16"", ""0:05:56"", ""0:08:14"", ""0:06:04"", ""0:08:24"", ""0:06:09"", ""0:07:34"", ""0:06:14"", ""0:07:02"", ""0:06:14"", ""0:07:07"", ""0:06:23"", ""0:07:08"", ""0:06:30"", ""0:07:03"", ""0:06:36"", ""0:07:10"", ""0:06:43"", ""0:07:13"", ""0:06:50"", ""0:07:23"", ""0:06:59"", ""0:07:28"", ""0:07:06"", ""0:07:26"", ""0:07:13"", ""0:07:32"", ""0:07:22"", ""0:07:41"", ""0:07:30"", ""0:07:51"", ""0:07:29""]"
"GM Vignesh, N R",80,1,C7pHxJGz,2026.05.03,Goodgoodchess,Chessbee111,2280,1708,1-0,white,win,A08,Zukertort Opening: Reversed Grünfeld,22,Normal,600+10,Standard,"[""0:10:00"", ""0:10:00"", ""0:10:08"", ""0:10:07"", ""0:10:16"", ""0:10:14"", ""0:10:01"", ""0:10:07"", ""0:10:00"", ""0:10:08"", ""0:10:08"", ""0:10:15"", ""0:10:16"", ""0:10:23"", ""0:10:25"", ""0:10:25"", ""0:10:21"", ""0:10:23"", ""0:07:59"", ""0:10:29"", ""0:07:49"", ""0:10:39"", ""0:07:44"", ""0:10:09"", ""0:07:48"", ""0:10:08"", ""0:07:55"", ""0:10:05"", ""0:07:52"", ""0:10:08"", ""0:08:00"", ""0:10:15"", ""0:08:09"", ""0:10:19"", ""0:08:06"", ""0:10:20"", ""0:08:03"", ""0:10:27"", ""0:08:10"", ""0:10:35"", ""0:08:19"", ""0:10:41"", ""0:08:17""]"
"GM Vignesh, N R",81,1,gsx8xbn5,2026.05.03,Chessbee111,Goodgoodchess,1708,2280,0-1,black,win,D01,Rapport-Jobava System,43,Normal,600+10,Standard,"[""0:10:00"", ""0:10:00"", ""0:10:09"", ""0:10:03"", ""0:10:17"", ""0:10:05"", ""0:10:26"", ""0:10:06"", ""0:10:33"", ""0:10:13"", ""0:10:41"", ""0:10:21"", ""0:10:49"", ""0:10:26"", ""0:10:55"", ""0:10:34"", ""0:11:02"", ""0:10:43"", ""0:11:11"", ""0:10:41"", ""0:11:05"", ""0:10:22"", ""0:10:52"", ""0:10:15"", ""0:10:43"", ""0:10:12"", ""0:10:33"", ""0:07:41"", ""0:10:19"", ""0:06:45"", ""0:10:08"", ""0:06:38"", ""0:10:05"", ""0:06:46"", ""0:10:09"", ""0:06:50"", ""0:10:00"", ""0:06:15"", ""0:09:51"", ""0:06:25"", ""0:09:55"", ""0:06:33"", ""0:10:00"", ""0:06:41"", ""0:10:09"", ""0:06:50"", ""0:10:17"", ""0:06:59"", ""0:10:26"", ""0:07:07"", ""0:10:35"", ""0:07:16"", ""0:10:44"", ""0:07:20"", ""0:10:54"", ""0:07:09"", ""0:10:56"", ""0:07:17"", ""0:11:06"", ""0:07:27"", ""0:11:16"", ""0:07:23"", ""0:11:26"", ""0:07:32"", ""0:11:34"", ""0:07:42"", ""0:11:43"", ""0:07:52"", ""0:11:47"", ""0:08:02"", ""0:11:57"", ""0:08:11"", ""0:12:07"", ""0:08:21"", ""0:12:17"", ""0:08:29"", ""0:12:27"", ""0:08:20"", ""0:12:33"", ""0:08:28"", ""0:12:37"", ""0:08:35"", ""0:12:42"", ""0:08:43"", ""0:12:51"", ""0:08:42""]"
"GM Vignesh, N R",82,1,cJlM5UUS,2026.05.03,Goodgoodchess,Chessbee111,2280,1708,1-0,white,win,B33,Sicilian Defense: Lasker-Pelikan Variation,50,Normal,600+10,Standard,"[""0:10:00"", ""0:10:00"", ""0:10:05"", ""0:10:08"", ""0:10:13"", ""0:10:16"", ""0:10:23"", ""0:10:24"", ""0:10:31"", ""0:10:32"", ""0:10:39"", ""0:10:41"", ""0:10:46"", ""0:10:49"", ""0:10:55"", ""0:10:59"", ""0:10:46"", ""0:11:09"", ""0:10:44"", ""0:11:06"", ""0:10:50"", ""0:11:14"", ""0:10:47"", ""0:11:07"", ""0:10:21"", ""0:11:17"", ""0:10:28"", ""0:11:20"", ""0:09:48"", ""0:11:21"", ""0:09:49"", ""0:11:25"", ""0:09:55"", ""0:11:22"", ""0:10:03"", ""0:11:27"", ""0:10:13"", ""0:11:07"", ""0:09:54"", ""0:10:56"", ""0:10:02"", ""0:11:03"", ""0:10:08"", ""0:11:03"", ""0:09:48"", ""0:10:48"", ""0:09:54"", ""0:10:54"", ""0:10:02"", ""0:10:50"", ""0:10:00"", ""0:10:51"", ""0:10:07"", ""0:10:59"", ""0:10:09"", ""0:11:02"", ""0:10:18"", ""0:10:42"", ""0:10:25"", ""0:10:46"", ""0:10:32"", ""0:10:52"", ""0:10:36"", ""0:10:53"", ""0:10:43"", ""0:10:59"", ""0:10:51"", ""0:11:06"", ""0:10:59"", ""0:11:06"", ""0:11:08"", ""0:11:11"", ""0:11:18"", ""0:11:16"", ""0:11:26"", ""0:11:24"", ""0:11:34"", ""0:11:33"", ""0:11:40"", ""0:11:41"", ""0:11:49"", ""0:11:48"", ""0:11:56"", ""0:11:57"", ""0:12:04"", ""0:12:07"", ""0:12:12"", ""0:12:15"", ""0:12:19"", ""0:12:23"", ""0:12:28"", ""0:12:32"", ""0:12:31"", ""0:12:41"", ""0:12:39"", ""0:12:49"", ""0:12:48"", ""0:12:57"", ""0:12:47""]"
"GM Vignesh, N R",83,1,YhXBy4RA,2026.04.29,Tornado_M,Goodgoodchess,2750,2780,0-1,black,win,D02,Queen's Pawn Game: London System,18,Normal,180+0,Standard,"[""0:03:00"", ""0:03:00"", ""0:02:59"", ""0:02:51"", ""0:02:58"", ""0:02:45"", ""0:02:56"", ""0:02:44"", ""0:02:55"", ""0:02:43"", ""0:02:53"", ""0:02:41"", ""0:02:50"", ""0:02:39"", ""0:02:43"", ""0:02:37"", ""0:02:36"", ""0:02:34"", ""0:02:35"", ""0:02:23"", ""0:02:34"", ""0:02:11"", ""0:02:33"", ""0:01:59"", ""0:02:32"", ""0:01:54"", ""0:02:16"", ""0:01:43"", ""0:02:15"", ""0:01:19"", ""0:02:14"", ""0:01:17"", ""0:02:03"", ""0:00:59"", ""0:01:29"", ""0:00:58""]"
"IM Chan, Kim Yew",84,5,E4UMbaJZ,2026.06.10,Smirnov85,KEITH2011,2582,1223,1-0,white,win,?,?,48,Normal,180+2,From Position,"[""0:03:00"", ""0:03:00"", ""0:02:41"", ""0:03:01"", ""0:02:35"", ""0:03:01"", ""0:02:16"", ""0:02:55"", ""0:02:00"", ""0:02:47"", ""0:01:59"", ""0:02:48"", ""0:02:00"", ""0:02:47"", ""0:01:28"", ""0:02:49"", ""0:01:29"", ""0:02:43"", ""0:01:29"", ""0:02:41"", ""0:01:26"", ""0:02:28"", ""0:01:17"", ""0:02:29"", ""0:00:47"", ""0:02:26"", ""0:00:44"", ""0:02:28"", ""0:00:39"", ""0:01:56"", ""0:00:26"", ""0:01:46"", ""0:00:18"", ""0:01:44"", ""0:00:19"", ""0:01:17"", ""0:00:14"", ""0:01:16"", ""0:00:13"", ""0:01:17"", ""0:00:10"", ""0:01:17"", ""0:00:12"", ""0:01:18"", ""0:00:12"", ""0:01:14"", ""0:00:13"", ""0:01:15"", ""0:00:13"", ""0:01:16"", ""0:00:14"", ""0:01:15"", ""0:00:15"", ""0:01:17"", ""0:00:16"", ""0:01:18"", ""0:00:17"", ""0:01:20"", ""0:00:18"", ""0:01:21"", ""0:00:19"", ""0:01:20"", ""0:00:19""]"
